subject;question;true;wrong1;wrong2;wrong3
Geographie;Was ist die Hauptstadt von Ägypten?;Kairo;Alexandria;Gizeh;Luxor
Geographie;Welcher Kontinent ist der trockenste?;Antarktika;Afrika;Australien;Südamerika
Geographie;Wie heißt der höchste Berg Afrikas?;Kilimandscharo;Mount Kenya;Mount Stanley;Ras Daschän
Geographie;Welches Land ist der weltweit größte Produzent von Kaffee?;Brasilien;Vietnam;Kolumbien;Indonesien
Geographie;Welche Stadt liegt direkt am Äquator?;Quito;Singapur;Jakarta;Kigali
Geographie;Welche der folgenden Inseln gehört zu Spanien?;Mallorca;Korfu;Kreta;Madeira
Geographie;Welcher Fluss ist der zweitlängste in Europa?;Donau;Rhein;Dnepr;Elbe
Geographie;Was ist die offizielle Sprache von Brasilien?;Portugiesisch;Spanisch;Englisch;Französisch
Geographie;Welcher Meeresarm trennt Alaska von Russland?;Beringstraße;Straße von Dover;Straße von Magellan;Straße von Malakka
Geographie;Was ist die Hauptstadt von Neuseeland?;Wellington;Auckland;Christchurch;Queenstown
Geographie;Welches Land ist das bevölkerungsreichste der Welt?;Indien;China;USA;Indonesien
Geographie;Welche Stadt ist der Hauptsitz der Vereinten Nationen?;New York City;Genf;Den Haag;Wien
Geographie;Was ist das wichtigste landwirtschaftliche Produkt Kanadas?;Weizen;Mais;Reis;Kaffee
Geographie;Wie viele Staaten gehören zu den Vereinigten Arabischen Emiraten?;7;5;9;6
Geographie;Welcher Berg ist der höchste in Deutschland?;Zugspitze;Watzmann;Feldberg;Brocken
Geographie;Welche Stadt ist bekannt für die Golden Gate Bridge?;San Francisco;New York;Seattle;Los Angeles
Geographie;Was ist die Hauptstadt von Thailand?;Bangkok;Phuket;Chiang Mai;Pattaya
Geographie;Welcher Kontinent liegt vollständig auf der Südhalbkugel?;Australien;Antarktika;Südamerika;Afrika
Geographie;In welchem Land liegt die Halbinsel Yucatán?;Mexiko;Guatemala;Belize;Honduras
Geographie;Welcher Fluss fließt durch Rom?;Tiber;Arno;Po;Adige
Geographie;Welches Land ist bekannt für das Taj Mahal?;Indien;Pakistan;Nepal;Bangladesch
Geographie;Welche der folgenden Städte liegt nicht am Rhein?;Stuttgart;Köln;Basel;Rotterdam
Geographie;Welches Land besteht aus den Inseln Honshū, Hokkaidō, Shikoku und Kyūshū?;Japan;Philippinen;Indonesien;Taiwan
Geographie;Wie viele Sterne hat die Flagge der Europäischen Union?;12;27;15;50
Geographie;Welche Stadt ist die Hauptstadt von Argentinien?;Buenos Aires;Santiago;Montevideo;Lima
Geographie;Was ist die größte nicht-staatliche Gebietskörperschaft der Welt?;Grönland;Färöer;Puerto Rico;Tibet
Geographie;Welches ist das größte Korallenriffsystem der Welt?;Great Barrier Reef;Bermuda-Riff;Rotes Meer Riff;Malediven Riff
Geographie;In welchem Land liegt der Baikalsee?;Russland;Mongolei;Kasachstan;China
Geographie;Welche Stadt ist bekannt für das Brandenburger Tor?;Berlin;Hamburg;München;Wien
Geographie;Welche Inselgruppe ist Teil von Ecuador?;Galapagos-Inseln;Falklandinseln;Kanarische Inseln;Azoren
Geographie;Was ist die größte Wüste Asiens?;Gobi;Sahara;Rub al-Chali;Karakum
Geographie;In welchem Land liegt die historische Region Transsilvanien?;Rumänien;Ungarn;Bulgarien;Serbien
Geographie;Welcher Fluss bildet die Grenze zwischen Deutschland und Frankreich (teilweise)?;Rhein;Mosel;Elbe;Oder
Geographie;Was ist die Hauptstadt von Kanada?;Ottawa;Toronto;Vancouver;Montreal
Geographie;Welche Hauptstadt liegt an der Donau (neben Wien und Budapest)?;Bratislava;Prag;Warschau;Zürich
Geographie;In welchem Land liegt die Höhle von Postojna?;Slowenien;Kroatien;Italien;Österreich
Geographie;Was ist die offizielle Sprache in der Dominikanischen Republik?;Spanisch;Französisch;Englisch;Haitianisch-Kreolisch
Geographie;Welcher See ist der größte in Afrika?;Viktoriasee;Tanganjikasee;Malawisee;Turkanasee
Geographie;Welcher ist der bevölkerungsreichste Bundesstaat der USA?;Kalifornien;Texas;Florida;New York
Geographie;Welcher Fluss fließt durch die Grand Canyon?;Colorado River;Mississippi River;Columbia River;Missouri River
Geographie;Was ist die Hauptstadt von Irland?;Dublin;Belfast;Cork;Galway
Geographie;Welche Stadt liegt am Bosporus?;Istanbul;Ankara;Izmir;Athen
Geographie;Welches Land ist bekannt für die "Tulpenmanie" des 17. Jahrhunderts?;Niederlande;Belgien;Frankreich;Deutschland
Geographie;Wie heißt der höchste Berg Nordamerikas (Denali)?;Mount McKinley;Mount Logan;Mount Saint Elias;Mount Foraker
Geographie;Welche Wüste liegt in Südamerika entlang der Küste von Peru und Chile?;Atacama;Patagonische Wüste;Monte-Wüste;Sechura-Wüste
Geographie;Welche Stadt ist die Hauptstadt von Kenia?;Nairobi;Mombasa;Kisumu;Nakuru
Geographie;Was ist die Hauptstadt der Slowakei?;Bratislava;Košice;Žilina;Prešov
Geographie;Welche europäische Hauptstadt ist bekannt für die Akropolis?;Athen;Rom;Istanbul;Sofia
Geographie;Welche Inselgruppe ist Teil des Vereinigten Königreichs (UK)?;Schottische Inseln;Kanarische Inseln;Azoren;Faröer
Geographie;Welcher Fluss fließt durch Paris?;Seine;Loire;Rhône;Garonne
Geographie;Was ist die Hauptstadt von Südkorea?;Seoul;Busan;Incheon;Daegu
Geographie;Welche Stadt liegt am Zusammenfluss von Mississippi und Missouri River?;St. Louis;Memphis;New Orleans;Kansas City
Geographie;In welchem Land liegt die Region Kurdistan (größter Teil)?;Irak;Iran;Syrien;Türkei
Geographie;Welches Land ist bekannt für das Great Barrier Reef?;Australien;Neuseeland;Fidschi;Papua-Neuguinea
Geographie;Was ist die Hauptstadt von Kuba?;Havanna;Santiago de Cuba;Camagüey;Holguín
Geographie;Welche Stadt ist bekannt für ihre Grachten und Coffeeshops?;Amsterdam;Brüssel;Kopenhagen;Hamburg
Geographie;Welches Land liegt am Roten Meer (Afrika)?;Ägypten;Algerien;Marokko;Tunesien
Geographie;Welcher Ozean liegt westlich von Südamerika?;Pazifischer Ozean;Atlantischer Ozean;Indischer Ozean;Südlicher Ozean
Geographie;Welche Hauptstadt ist Sitz des Europäischen Parlaments?;Straßburg;Brüssel;Luxemburg;Frankfurt
Geographie;Was ist der größte Bundesstaat Deutschlands (Fläche)?;Bayern;Niedersachsen;Baden-Württemberg;Nordrhein-Westfalen
Geographie;Welches Land ist der größte Inselstaat der Welt (Fläche)?;Indonesien;Grönland;Madagaskar;Philippinen
Geographie;In welchem Land liegt das Schwarze Meer (größter Teil der Küstenlinie)?;Türkei;Griechenland;Bulgarien;Rumänien
Geographie;Welches Land ist bekannt für seine Vulkane und Geysire?;Island;Norwegen;Finnland;Schweden
Geographie;Was ist die Hauptstadt von Peru?;Lima;Cusco;Arequipa;Trujillo
Geographie;Welcher Fluss fließt durch Wien?;Donau;Save;Mur;Drau
Geographie;In welchem Land liegt der Machu Picchu?;Peru;Kolumbien;Ecuador;Bolivien
Geographie;Welche Stadt in Deutschland ist bekannt für ihre Reeperbahn?;Hamburg;Berlin;Köln;München
Geographie;Welches Land ist bekannt für das Opernhaus von Sydney?;Australien;Neuseeland;Kanada;Südafrika
Geographie;Was ist die Hauptstadt von Marokko?;Rabat;Casablanca;Marrakesch;Fès
Geographie;Welcher Kontinent hat die meisten Länder?;Afrika;Asien;Europa;Südamerika
Geographie;Welcher Fluss ist der längste in Asien?;Jangtsekiang;Gelber Fluss;Mekong;Indus
Geographie;Was ist die Hauptstadt von Tschechien?;Prag;Brünn;Ostrava;Pilsen
Geographie;Welche Stadt ist bekannt für den Eiffelturm?;Paris;Rom;London;Madrid
Geographie;In welchem Land liegt der Titicacasee (größerer Teil)?;Peru;Bolivien;Chile;Argentinien
Geographie;Was ist die Hauptstadt von Griechenland?;Athen;Thessaloniki;Patras;Iraklio
Geographie;Wie heißt die Meerenge zwischen England und Frankreich?;Ärmelkanal;Straße von Dover;Nordsee-Kanal;Skagerrak
Geographie;Welcher europäische Staat besitzt die meisten Inseln?;Schweden;Norwegen;Griechenland;Finnland
Geographie;In welchem Land befindet sich das Atlas-Gebirge hauptsächlich?;Marokko;Ägypten;Kenia;Nigeria
Geographie;Welcher Breitengrad wird auch als Äquator bezeichnet?;0 Grad;90 Grad Nord;180 Grad;23,5 Grad Süd
Geographie;Welche Stadt liegt am Ufer des Genfersees?;Genf;Zürich;Bern;Lugano
Geographie;Durch welche Wüste führt die Seidenstraße zu großen Teilen?;Gobi;Sahara;Kalahari;Namib
Geographie;Welcher Fluss ist der längste Italiens?;Po;Tiber;Arno;Etsch
Geographie;In welchem Land liegt der Ursprung des Blauen Nils?;Äthiopien;Sudan;Ägypten;Uganda
Geographie;Welches Land grenzt im Osten an Chile?;Argentinien;Peru;Bolivien;Paraguay
Geographie;Wie nennt man die baumlose Kältesteppe im Norden Russlands?;Tundra;Taiga;Pampa;Prärie
Geographie;Welche Inselgruppe im Atlantik gehört politisch zu Portugal?;Azoren;Kanaren;Balearen;Färöer
Geographie;Welcher ist der kleinste der fünf Weltmeere?;Arktischer Ozean;Antarktischer Ozean;Indischer Ozean;Atlantischer Ozean
Geographie;In welchem Gebirge liegt der Zwergstaat Andorra?;Pyrenäen;Alpen;Apenninen;Karpaten
Geographie;Welcher Fluss bildet die Grenze zwischen Deutschland und Polen?;Oder;Neiße;Elbe;Weser
Geographie;Wie heißt die Hauptstadt von Kolumbien?;Bogotá;Medellín;Cali;Cartagena
Geographie;In welchem Land liegen die Ruinen von Petra?;Jordanien;Syrien;Irak;Libanon
Geographie;Welche Stadt ist die Hauptstadt von Kasachstan?;Astana;Almaty;Taschkent;Bischkek
Geographie;Welcher Staat markiert den südlichsten Punkt des amerikanischen Festlands?;Chile;Argentinien;Uruguay;Brasilien
Geographie;In welchem Land entspringt die Donau?;Deutschland;Österreich;Schweiz;Tschechien
Geographie;Welcher Ozean umspült die Insel Madagaskar?;Indischer Ozean;Atlantischer Ozean;Pazifischer Ozean;Südlicher Ozean
Geographie;Wie heißt die Hauptstadt von Rumänien?;Bukarest;Budapest;Sofia;Belgrad
Geographie;Welches Land grenzt sowohl an den Atlantik als auch an das Mittelmeer?;Frankreich;Italien;Portugal;Griechenland
Geographie;Wie heißt das höchste Gebirge Südamerikas?;Anden;Rocky Mountains;Himalaya;Alpen
Geographie;Welcher US-Bundesstaat besteht komplett aus einer Inselgruppe?;Hawaii;Florida;Alaska;Kalifornien
Geographie;Welche Stadt liegt im Nildelta am Mittelmeer?;Alexandria;Kairo;Luxor;Assuan
Geographie;Welches Land hat weltweit die meisten Zeitzonen?;Frankreich;Russland;USA;China
Geographie;In welchem Land liegt der Vulkan Ätna?;Italien;Griechenland;Spanien;Island
Geographie;Welcher Fluss ist der längste, der komplett durch Deutschland fließt?;Weser;Main;Elbe;Rhein
Geographie;Wie heißt die größte Sandwüste (Erg) der Welt?;Rub al-Chali;Sahara;Gobi;Namib
Geographie;Welche Hauptstadt wird vom Fluss Manzanares durchquert?;Madrid;Lissabon;Mexiko-Stadt;Santiago
Geographie;In welchem Land befinden sich die Niagarafälle?;Kanada;USA;Brasilien;Argentinien
Geographie;Wie heißt die Hauptstadt von Kroatien?;Zagreb;Split;Dubrovnik;Ljubljana
Geographie;Welcher See ist der tiefste Deutschlands?;Walchensee;Bodensee;Königssee;Starnberger See
Geographie;In welchem afrikanischen Land liegt das Okavango-Delta?;Botswana;Namibia;Simbabwe;Angola
Geographie;Wie nennt man die Passage zwischen Feuerland und der Antarktis?;Drake-Passage;Magellanstraße;Beringstraße;Cookstraße
Geographie;Welche Stadt ist die Hauptstadt von Saudi-Arabien?;Riad;Dschidda;Mekka;Medina
Geographie;Welcher Fluss fließt durch die irakische Hauptstadt Bagdad?;Tigris;Euphrat;Nil;Jordan
Geographie;Wie heißt die Hauptstadt von Serbien?;Belgrad;Sarajevo;Skopje;Podgorica
Geographie;In welchem Meer liegen die Balearen (Mallorca, Ibiza, etc.)?;Mittelmeer;Atlantik;Nordsee;Ostsee
Geographie;Was ist das bevölkerungsreichste Land auf dem afrikanischen Kontinent?;Nigeria;Ägypten;Äthiopien;Südafrika
Geographie;Welche Stadt wird oft als "Venedig des Nordens" bezeichnet?;St. Petersburg;Stockholm;Hamburg;Kopenhagen
Geographie;Welcher Fluss fließt durch Washington D.C.?;Potomac;Hudson;Mississippi;Missouri
Geographie;Wie heißt die Hauptstadt von Weißrussland?;Minsk;Kiew;Vilnius;Riga
Geographie;In welcher Stadt befindet sich der berühmte Tafelberg?;Kapstadt;Johannesburg;Sydney;Rio de Janeiro
Geographie;Welcher Staat grenzt im Norden an das Großherzogtum Luxemburg?;Belgien;Deutschland;Frankreich;Niederlande
Geographie;Wie heißt die Hauptstadt von Bulgarien?;Sofia;Bukarest;Belgrad;Tirana
Geographie;Welcher Fluss mündet bei Lissabon in den Atlantik?;Tejo;Ebro;Duero;Guadalquivir
Geographie;Was ist der flächenmäßig größte Bundesstaat der USA?;Alaska;Texas;Kalifornien;Montana
Geographie;Wie heißt die Hauptstadt von Taiwan?;Taipeh;Peking;Hongkong;Seoul
Geographie;Welches Gebirge bildet die Grenze zwischen Frankreich und Spanien?;Pyrenäen;Alpen;Apenninen;Vogesen
Geographie;In welchem Land befindet sich die historische Stadt Timbuktu?;Mali;Niger;Tschad;Sudan
Geographie;Wie heißt die Hauptstadt von Syrien?;Damaskus;Aleppo;Beirut;Amman
Geographie;Welcher Ozean liegt nördlich der russischen Küste?;Arktischer Ozean;Pazifischer Ozean;Atlantischer Ozean;Antarktischer Ozean
Geographie;Was ist die Hauptstadt von Albanien?;Tirana;Skopje;Prishtina;Sarajevo
Geographie;Wie heißt die Hauptstadt von Portugal?;Lissabon;Madrid;Porto;Faro
Geographie;In welchem Land liegt die Wüste Gobi?;Mongolei;Kasachstan;Indien;Ägypten
Geographie;Welcher Fluss fließt durch Budapest?;Donau;Theiß;Drau;Mur
Geographie;In welchem Land liegt die Serengeti?;Tansania;Kenia;Südafrika;Namibia
Geographie;Welche Stadt ist für ihre Kanäle und Gondeln berühmt?;Venedig;Amsterdam;Hamburg;Brügge
Geographie;Was ist die Hauptstadt von Schweden?;Stockholm;Göteborg;Malmö;Uppsala
Geographie;Welches Land hat die Form eines Stiefels?;Italien;Griechenland;Spanien;Kroatien
Geographie;In welchem Land liegt Kapstadt?;Südafrika;Namibia;Kenia;Äthiopien
Geographie;Welcher Berg ist der höchste der Alpen?;Mont Blanc;Matterhorn;Zugspitze;Großglockner
Geographie;In welchem Land liegt Dubai?;Vereinigte Arabische Emirate;Saudi-Arabien;Katar;Oman
Geographie;Was ist die Hauptstadt von Norwegen?;Oslo;Bergen;Trondheim;Stavanger
Geographie;Welches Land ist flächenmäßig das zweitgrößte der Welt?;Kanada;China;USA;Brasilien
Geographie;In welcher Stadt steht die Sagrada Família?;Barcelona;Madrid;Sevilla;Valencia
Geographie;Was ist die Hauptstadt von Ungarn?;Budapest;Debrecen;Szeged;Miskolc
Geographie;Welcher Fluss fließt durch Prag?;Moldau;Elbe;Oder;Donau
Geographie;Welches Meer liegt zwischen Italien und der Balkanhalbinsel?;Adriatisches Meer;Tyrrhenisches Meer;Ionisches Meer;Ägäisches Meer
Geographie;In welchem Land liegt der Krüger-Nationalpark?;Südafrika;Namibia;Botswana;Simbabwe
Geographie;Was ist der höchste Berg in Österreich?;Großglockner;Wildspitze;Dachstein;Großvenediger
Geographie;Wie heißt der größte See Schwedens?;Vänern;Vättern;Mälaren;Hjälmaren
Geographie;Welcher Staat besteht aus über 17.000 Inseln?;Indonesien;Philippinen;Japan;Griechenland
Geographie;Wie heißt die Hauptstadt von Finnland?;Helsinki;Stockholm;Oslo;Kopenhagen
Geographie;Welche Inselgruppe im Atlantik gehört zu Spanien?;Kanarische Inseln;Azoren;Balearen;Madeira
Geographie;In welchem Land liegt der Mount Cook?;Neuseeland;Australien;Kanada;USA
Geographie;Was ist die Hauptstadt von Polen?;Warschau;Krakau;Danzig;Breslau
Geographie;Wie nennt man die Nadelwaldzone in Sibirien?;Taiga;Tundra;Steppe;Pampa
Geographie;Welcher Fluss fließt durch die Stadt Warschau?;Weichsel;Oder;Donau;Elbe
Geographie;In welchem Land liegt die antike Stadt Ephesos?;Türkei;Griechenland;Italien;Ägypten
Geographie;Wie heißt die Hauptstadt von Portugal?;Lissabon;Madrid;Porto;Faro
Geographie;Welche Insel liegt südlich des australischen Festlands?;Tasmanien;Neuseeland;Fidschi;Java
Geographie;Welches Land besitzt die Galápagos-Inseln?;Ecuador;Peru;Kolumbien;Chile
Geographie;Wie heißt die Hauptstadt von Vietnam?;Hanoi;Ho-Chi-Minh-Stadt;Da Nang;Huế
Geographie;In welchem Gebirge liegt der höchste Berg Südamerikas?;Anden;Himalaya;Alpen;Rocky Mountains
Geographie;Welcher Fluss fließt durch die Stadt Bagdad?;Tigris;Euphrat;Nil;Jordan
Geographie;Wie heißt die Hauptstadt von Jordanien?;Amman;Beirut;Damaskus;Riad
Geographie;Welches Land grenzt an den Persischen Golf?;Katar;Ägypten;Jordanien;Libanon
Geographie;In welcher Stadt steht das Kolosseum?;Rom;Athen;Istanbul;Nimes
Geographie;Wie heißt der größte See der Schweiz?;Genfersee;Zürichsee;Bodensee;Vierwaldstättersee
Geographie;Welcher Berg ist der höchste der Pyrenäen?;Pico de Aneto;Mont Perdu;Vignemale;Pic du Midi
Geographie;In welchem Land liegt der Viktoriasee (größter Teil)?;Tansania;Kenia;Uganda;Äthiopien
Geographie;Wie heißt die Hauptstadt von Georgien?;Tiflis;Baku;Jerewan;Astana
Geographie;Welcher Fluss fließt durch die Stadt Belgrad?;Donau;Save;Theiß;Drau
Geographie;Welche Stadt ist die Hauptstadt von Malta?;Valletta;Mdina;Sliema;Victoria
Geographie;In welchem Land liegt der Berg Ararat?;Türkei;Armenien;Iran;Russland
Geographie;Wie heißt die Hauptstadt von Tunesien?;Tunis;Sousse;Sfax;Kairouan
Geographie;Welcher Ozean liegt zwischen Afrika und Amerika?;Atlantischer Ozean;Pazifischer Ozean;Indischer Ozean;Arktischer Ozean
Geographie;In welcher Stadt steht der Kreml?;Moskau;St. Petersburg;Kiew;Minsk
Geographie;Welche Wüste liegt im Norden Chinas und Süden der Mongolei?;Gobi;Taklamakan;Sahara;Kalahari
Geographie;Was ist die Hauptstadt von Lettland?;Riga;Tallinn;Vilnius;Minsk
