subject;question;true;wrong1;wrong2;wrong3
Filme;Wie heißt der Film über einen Jungen, der ein Zauberlehrling wird?;Harry Potter;Percy Jackson;Eragon;Die Chroniken von Narnia
Filme;Wer spielte die Hauptrolle in "Cast Away"?;Tom Hanks;Leonardo DiCaprio;Brad Pitt;Matt Damon
Filme;Welcher Film handelt von einem Elefanten mit großen Ohren?;Dumbo;Bambi;The Lion King;Aladdin
Filme;Wie heißt der Regisseur von "The Shining"?;Stanley Kubrick;Alfred Hitchcock;Brian De Palma;Ridley Scott
Filme;Wer spielte "Wonder Woman" im DCEU?;Gal Gadot;Brie Larson;Scarlett Johansson;Margot Robbie
Filme;Welcher Film basiert auf einem Theaterstück von Shakespeare?;Romeo + Julia;The Great Gatsby;Othello;Macbeth
Filme;Wie heißt das Hotel in "Shining"?;Overlook Hotel;Bates Motel;The Grand Budapest Hotel;Cecil Hotel
Filme;Wer spielte die Hauptrolle in "Deadpool"?;Ryan Reynolds;Chris Pratt;Ryan Gosling;Jake Gyllenhaal
Filme;Welcher Film handelt von einem Roboter, der seine Existenz hinterfragt?;Blade Runner;A.I. Artificial Intelligence;Ex Machina;I, Robot
Filme;Wie heißt der Bösewicht in "Toy Story"?;Sid;Lotso;Stinky Pete;Gabby Gabby
Filme;Wer spielte "Captain Jack Sparrow"?;Johnny Depp;Orlando Bloom;Geoffrey Rush;Keira Knightley
Filme;Welcher Film spielt auf einer Insel mit genetisch veränderten Dinosauriern?;Jurassic Park;King Kong;Godzilla;Deep Blue Sea
Filme;Wie heißt der Regisseur von "Der Pate"?;Francis Ford Coppola;Martin Scorsese;Brian De Palma;Quentin Tarantino
Filme;Wer spielte die Hauptrolle in "American History X"?;Edward Norton;Brad Pitt;Leonardo DiCaprio;Matt Damon
Filme;Welcher Film handelt von einer Gruppe von Freunden, die ein gestohlenes Auto suchen?;The Fast and the Furious;Drive;Baby Driver;Gone in 60 Seconds
Filme;Wie heißt die Schauspielerin in "Gravity"?;Sandra Bullock;Angelina Jolie;Jennifer Lawrence;Cate Blanchett
Filme;Wer spielte "Iron Man" im MCU?;Robert Downey Jr.;Chris Evans;Mark Ruffalo;Chris Hemsworth
Filme;Welcher Film basiert auf einem Brettspiel?;Clue;Monopoly;Battleship;Ouija
Filme;Wie heißt der Regisseur von "Inception"?;Christopher Nolan;Steven Spielberg;James Cameron;Ridley Scott
Filme;Wer spielte die Hauptrolle in "E.T. the Extra-Terrestrial"?;Henry Thomas;Drew Barrymore;Robert MacNaughton;Dee Wallace
Filme;Wie heißt der Planet, auf dem Superman aufwuchs?;Erde;Krypton;Alderaan;Vulcan
Filme;Wer spielte "Wolverine" in den X-Men Filmen?;Hugh Jackman;Ryan Reynolds;Patrick Stewart;Ian McKellen
Filme;Welcher Film basiert auf einem Roman von F. Scott Fitzgerald?;The Great Gatsby;The Age of Innocence;Tender Is the Night;The Last Tycoon
Filme;Wie heißt der Protagonist in "Zwei glorreiche Halunken"?;Blondie;Tuco;Angel Eyes;Sentenza
Filme;Wer spielte die Hauptrolle in "Whiplash"?;Miles Teller;J.K. Simmons;Melissa Benoist;Paul Reiser
Filme;Welcher Film handelt von einer außerirdischen Spezies, die menschliche Körper übernimmt?;Invasion of the Body Snatchers;The Thing;The Host;They Live
Filme;Wie heißt der Regisseur von "Pans Labyrinth"?;Guillermo del Toro;Alfonso Cuarón;Alejandro G. Iñárritu;Pedro Almodóvar
Filme;Wer spielte "Hermine Granger" in "Harry Potter"?;Emma Watson;Bonnie Wright;Evanna Lynch;Katie Leung
Filme;Welcher Film ist bekannt für die Zeile "Hasta la vista, baby"?;Terminator 2;Terminator;Total Recall;Predator
Filme;Wie heißt die Schauspielerin in "Frühstück bei Tiffany"?;Audrey Hepburn;Marilyn Monroe;Grace Kelly;Elizabeth Taylor
Filme;Wer spielte die Hauptrolle in "The Revenant"?;Leonardo DiCaprio;Tom Hardy;Will Poulter;Domhnall Gleeson
Filme;Welcher Film handelt von einem Koch, der zum Kung-Fu-Meister wird?;Kung Fu Panda;Mulan;Ratatouille;Big Hero 6
Filme;Wie heißt der Regisseur von "Die fabelhafte Welt der Amélie"?;Jean-Pierre Jeunet;Luc Besson;François Truffaut;Claude Chabrol
Filme;Wer spielte die Hauptrolle in "Der Pianist"?;Adrien Brody;Daniel Day-Lewis;Geoffrey Rush;Colin Firth
Filme;Welcher Film basiert auf dem Leben des Boxers Jake LaMotta?;Raging Bull;Rocky;Creed;Million Dollar Baby
Filme;Wie heißt der Protagonist in "Der Herr der Ringe"?;Frodo Beutlin;Aragorn;Gandalf;Legolas
Filme;Wer spielte die Hauptrolle in "Blade Runner 2049"?;Ryan Gosling;Harrison Ford;Jared Leto;Ana de Armas
Filme;Welcher Film ist bekannt für die Zeile "Life is like a box of chocolates"?;Forrest Gump;Cast Away;The Green Mile;Sleepless in Seattle
Filme;Wie heißt der Regisseur von "Inglourious Basterds"?;Quentin Tarantino;Martin Scorsese;Steven Spielberg;Guy Ritchie
Filme;Wer spielte "Katniss Everdeen" in "Die Tribute von Panem"?;Jennifer Lawrence;Emma Stone;Shailene Woodley;Kristen Stewart
Filme;Welcher Film handelt von einem Clown, der zum Terroristen wird?;Joker;It;The Dark Knight;V for Vendetta
Filme;Welche fiktive Stadt ist die Heimat von Batman?;Gotham City;Metropolis;Central City;Star City
Filme;Wer komponierte den berühmten Soundtrack zu "Interstellar"?;Hans Zimmer;John Williams;Howard Shore;Danny Elfman
Filme;Welcher Film zeigt die Abenteuer eines Archäologen mit Peitsche?;Indiana Jones und der Tempel des Todes;Die Mumie;Lara Croft: Tomb Raider;National Treasure
Filme;Welches Tier dient als Maskottchen für das Studio Studio Ghibli?;Totoro;Jiji;Calcifer;Ponyo
Filme;Wer spielte die Rolle der Black Widow im Marvel Cinematic Universe?;Scarlett Johansson;Elizabeth Olsen;Florence Pugh;Brie Larson
Filme;In welchem Film findet man die Zeile: "Ich werde ihm ein Angebot machen, das er nicht ablehnen kann"?;Der Pate;Goodfellas;Scarface;Casino
Filme;Welcher Regisseur ist für "The Grand Budapest Hotel" verantwortlich?;Wes Anderson;Paul Thomas Anderson;Tim Burton;David Lynch
Filme;In welchem Jahr wurde der erste "Star Wars"-Film veröffentlicht?;1977;1980;1973;1983
Filme;Wie heißt die fiktive Welt, in die Kinder durch einen Kleiderschrank gelangen?;Narnia;Oz;Mittelerde;Neverland
Filme;Welcher Schauspieler verkörperte Freddie Mercury in "Bohemian Rhapsody"?;Rami Malek;Sacha Baron Cohen;Taron Egerton;Adam Lambert
Filme;Welche Frucht wird in "Der Pate" oft als Vorbote des Todes gezeigt?;Orangen;Äpfel;Zitronen;Trauben
Filme;Wer ist der Vater von Luke Skywalker?;Darth Vader;Obi-Wan Kenobi;Palpatine;Yoda
Filme;In welchem Film spielt Bill Murray einen Philanthropen wider Willen in einer Zeitschleife?;Und täglich grüßt das Murmeltier;Ghostbusters;Lost in Translation;Caddyshack
Filme;Welcher Regisseur drehte "Parasite"?;Bong Joon-ho;Park Chan-wook;Kim Jee-woon;Lee Chang-dong
Filme;Wie heißt der Löwe, der in "Der König der Löwen" das Königreich übernimmt?;Scar;Mufasa;Simba;Timon
Filme;In welchem Film sagt die Hauptfigur: "Houston, wir haben ein Problem"?;Apollo 13;Der Marsianer;Gravity;First Man
Filme;Wer spielte die Rolle des Jack Dawson in "Titanic"?;Leonardo DiCaprio;Brad Pitt;Johnny Depp;Matthew McConaughey
Filme;Welches Lied wird am Ende von "Breakfast Club" gespielt?;Don't You;Simply Minds;Power of Love;Eye of the Tiger
Filme;Welcher Film handelt von einem jungen Boxer aus Philadelphia?;Rocky;Raging Bull;Million Dollar Baby;Southpaw
Filme;Wie heißt das fiktive Land in "Black Panther"?;Wakanda;Zamunda;Genovia;Latveria
Filme;Wer führte Regie bei dem Horrorfilm "Get Out"?;Jordan Peele;Ari Aster;James Wan;Robert Eggers
Filme;In welchem Film geht es um eine geheime Gruppe von Gentlemen-Spionen?;Kingsman: The Secret Service;James Bond;Tinker Tailor Soldier Spy;Man from U.N.C.L.E.
Filme;Welche Schauspielerin gewann einen Oscar für ihre Rolle in "La La Land"?;Emma Stone;Natalie Portman;Jennifer Lawrence;Amy Adams
Filme;Welches Auto dient in "Zurück in die Zukunft" als Zeitmaschine?;DeLorean DMC-12;Ford Mustang;Chevrolet Camaro;Dodge Charger
Filme;Wie heißt die künstliche Intelligenz in "2001: Odyssee im Weltraum"?;HAL 9000;Gerty;TARS;David
Filme;Welcher Film zeigt eine dystopische Zukunft, in der Menschen als Batterien genutzt werden?;Matrix;Blade Runner;Equilibrium;Minority Report
Filme;Wer spielte den "Joker" in der Verfilmung von 2019?;Joaquin Phoenix;Heath Ledger;Jack Nicholson;Jared Leto
Filme;In welchem Film gibt es eine Szene mit einem Pferdekopf im Bett?;Der Pate;Scarface;The Irishman;Road to Perdition
Filme;Welcher Film von Alfred Hitchcock spielt fast ausschließlich in einem einzigen Raum?;Das Fenster zum Hof;Psycho;Die Vögel;Vertigo
Filme;Wie heißt der Hauptcharakter in der Animationsreihe "Ich - Einfach unverbesserlich"?;Gru;Vector;Silas;Dave
Filme;Welcher Schauspieler verlor für "The Machinist" extrem viel Gewicht?;Christian Bale;Matthew McConaughey;Jared Leto;Joaquin Phoenix
Filme;In welchem Film wird eine "Truman Show"-ähnliche Realität durch eine rote Pille verlassen?;Matrix;Inception;Source Code;Adjustment Bureau
Filme;Wie heißt das Hotel, in dem die Handlung von "The Shining" spielt?;Overlook Hotel;Bates Motel;Continental;Grand Budapest Hotel
Filme;Wer ist der Schöpfer der "Star Wars"-Saga?;George Lucas;Steven Spielberg;Francis Ford Coppola;James Cameron
Filme;In welcher Stadt findet die Handlung von "Ratatouille" statt?;Paris;Lyon;Marseille;Nizza
Filme;Welcher Film gewann den ersten Oscar für den "Besten Animationsfilm"?;Shrek;Toy Story;Monster AG;Findet Nemo
Filme;Wer spielte die Rolle der Mia Wallace in "Pulp Fiction"?;Uma Thurman;Julianne Moore;Nicole Kidman;Laura Dern
Filme;In welchem Film wird die Welt durch eine Simulation namens "The OASIS" ersetzt?;Ready Player One;Tribute von Panem;Wargames;Game of Thrones
Filme;Wie heißt der kleine blaue Außerirdische, der auf Hawaii landet?;Stitch;E.T.;Paul;Alf
Filme;Wer komponierte die Musik für "Der weiße Hai"?;John Williams;Hans Zimmer;Ennio Morricone;Alan Silvestri
Filme;Welcher Film von Christopher Nolan behandelt die Evakuierung im Zweiten Weltkrieg?;Dunkirk;Tenet;Interstellar;Oppenheimer
Filme;In welchem Film spielt Tom Hanks einen Mann, der auf einem Flughafen festsitzt?;The Terminal;Cast Away;Sully;Captain Phillips
Filme;Wer verkörperte "Maleficent" in der Realverfilmung von Disney?;Angelina Jolie;Charlize Theron;Cate Blanchett;Michelle Pfeiffer
Filme;Wie heißt der sprechende Schneemann in "Die Eiskönigin"?;Olaf;Sven;Kristoff;Hans
Filme;Welcher Film handelt von einem jungen Mann, der an Bord eines Rettungsbootes mit einem Tiger überlebt?;Life of Pi;The Beach;Cast Away;The Jungle Book
Filme;In welchem Film wird ein Luxusdampfer von einem Eisberg getroffen?;Titanic;Poseidon;Deep Rising;Ghost Ship
Filme;Wer spielte die Hauptrolle in "The Big Lebowski"?;Jeff Bridges;John Goodman;Steve Buscemi;John Turturro
Filme;Wie heißt der Planet, auf dem Anakin Skywalker aufgewachsen ist?;Tatooine;Naboo;Coruscant;Geonosis
Filme;Welcher Film von Denis Villeneuve basiert auf einer Kurzgeschichte über Linguistik?;Arrival;Sicario;Prisoners;Enemy
Filme;Wer ist die weibliche Hauptrolle in "Gone Girl"?;Rosamund Pike;Amy Adams;Jessica Chastain;Emily Blunt
Filme;Wie heißt das fiktive Dorf, in dem Shrek lebt?;Sumpf;Duloc;Far Far Away;Auenland
Filme;Welcher Film zeigt die Geschichte von Alan Turing während des Zweiten Weltkriegs?;The Imitation Game;Enigma;The Theory of Everything;A Beautiful Mind
Filme;In welchem Film ist "Wilson" ein Volleyball?;Cast Away;The Terminal;Forrest Gump;Saving Private Ryan
Filme;Wer ist der Regisseur von "Birdman"?;Alejandro G. Iñárritu;Alfonso Cuarón;Guillermo del Toro;Damien Chazelle
Filme;Welcher Schauspieler spielt den Protagonisten in "Joker" (2019)?;Joaquin Phoenix;Heath Ledger;Robert De Niro;Adam Driver
Filme;Wie heißt der Antagonist in "Der König der Löwen"?;Scar;Shenzi;Banzai;Ed
Filme;In welchem Film geht es um einen Koch, der seinen Job verliert und einen Foodtruck eröffnet?;Chef;Burnt;Julie & Julia;The Menu
Filme;Wer spielte die Rolle des Neo in "The Matrix"?;Keanu Reeves;Laurence Fishburne;Hugo Weaving;Carrie-Anne Moss
Filme;Welcher Film gewann 2024 den Oscar als Bester Film?;Oppenheimer;Barbie;Poor Things;Anatomy of a Fall
Filme;Wie heißt der Roboter aus dem Film "Interstellar", der Humor-Einstellungen hat?;TARS;CASE;KIPP;Plex
Filme;Welche Farbe haben die Uniformen der Sicherheitsteams in "Star Trek", die oft zuerst sterben?;Rot;Blau;Gelb;Grün
Filme;Welcher Film handelt von einem jungen Musiker und seinem strengen Lehrer an einer Jazz-Akademie?;Whiplash;Soul;La La Land;Ray
Filme;Wie heißt die Stadt, in der "Se7en" spielt?;Sie wird nicht benannt;New York;Chicago;Los Angeles
Filme;Wer spielte die Rolle von "Legolas" in der Herr der Ringe-Trilogie?;Orlando Bloom;Viggo Mortensen;Elijah Wood;Ian McKellen
Filme;Welcher Film spielt in einem dystopischen Chicago, in dem Menschen in Fraktionen eingeteilt sind?;Divergent;The Hunger Games;The Maze Runner;In Time
Filme;Wie heißt der Drache in "Der Hobbit: Smaugs Einöde"?;Smaug;Drogon;Fuchur;Saphira
Filme;Wer führte Regie bei dem Film "The Wolf of Wall Street"?;Martin Scorsese;Steven Spielberg;Quentin Tarantino;Ridley Scott
Filme;In welchem Film suchen zwei Polizisten nach einem Mörder, der nach den sieben Todsünden tötet?;Se7en;Zodiac;The Silence of the Lambs;Prisoners
Filme;Welcher Schauspieler verkörperte Iron Man über 10 Jahre lang?;Robert Downey Jr.;Chris Evans;Mark Ruffalo;Tom Holland
Filme;Wie heißt das fiktive Gefängnis in "Die Verurteilten"?;Shawshank;Alcatraz;Sing Sing;Fox River
Filme;Welcher Film von Greta Gerwig wurde 2023 zum weltweiten Phänomen?;Barbie;Lady Bird;Little Women;Frances Ha
Filme;Wer spielte die Hauptrolle in "The Whale"?;Brendan Fraser;Austin Butler;Colin Farrell;Paul Mescal
Filme;Welcher Film spielt während der Französischen Revolution und basiert auf einem Musical?;Les Misérables;Marie Antoinette;The Patriot;Napoleon
Filme;Wie heißt der sprechende Waschbär in "Guardians of the Galaxy"?;Rocket;Groot;Drax;Star-Lord
Filme;Welcher Regisseur ist für die "Cornetto-Trilogie" bekannt?;Edgar Wright;Simon Pegg;Nick Frost;Guy Ritchie
Filme;In welchem Film gibt es eine berühmte Duschszene?;Psycho;The Birds;Vertigo;Rear Window
Filme;Wer spielte die Rolle von "Edward mit den Scherenhänden"?;Johnny Depp;Brad Pitt;Tom Cruise;Nicolas Cage
Filme;Welcher Film handelt von einer Gruppe von Senioren, die ein Hotel in Indien eröffnen?;Best Exotic Marigold Hotel;The Bucket List;Last Vegas;Going in Style
Filme;Wie heißt der Hauptcharakter in "Fluch der Karibik"?;Jack Sparrow;Will Turner;Hector Barbossa;James Norrington
Filme;In welchem Film kämpft ein Gladiator um seine Freiheit und Rache?;Gladiator;300;Spartacus;Troy
Filme;Wer spielte die Hauptrolle im Film "Elvis" (2022)?;Austin Butler;Tom Hanks;Harry Styles;Miles Teller
Filme;Welcher Film zeigt die Entstehung der Atombombe?;Oppenheimer;Dunkirk;The Imitation Game;Hidden Figures
Filme;Wie heißt das Wesen, das in "Der Herr der Ringe" den Ring als "mein Schatz" bezeichnet?;Gollum;Saruman;Sauron;Boromir
Filme;In welchem Film geht es um ein fiktives Hotel in der Republik Zubrowka?;The Grand Budapest Hotel;The Shining;The Continental;Hotel Transsilvanien
Filme;Wer spielte die Rolle der Katniss Everdeen?;Jennifer Lawrence;Emma Stone;Shailene Woodley;Hailee Steinfeld
Filme;Welcher Film spielt auf einem Kreuzfahrtschiff, das von einer riesigen Welle getroffen wird?;Poseidon;Titanic;The Perfect Storm;Deepwater Horizon
Filme;Wie heißt der Hauptantagonist in "Harry Potter und der Stein der Weisen"?;Professor Quirrell;Lord Voldemort;Severus Snape;Lucius Malfoy
Filme;Wer führte Regie bei "The Revenant – Der Rückkehrer"?;Alejandro G. Iñárritu;Alfonso Cuarón;Guillermo del Toro;Wes Anderson
Filme;Welcher Film von Pixar handelt von den Emotionen eines jungen Mädchens?;Alles steht Kopf;Oben;Soul;Coco
Filme;Wie heißt der Geheimdienst, für den James Bond arbeitet?;MI6;CIA;BND;Mossad
Filme;Welcher Schauspieler spielt den "Sheriff von Nottingham" in "Robin Hood – König der Diebe"?;Alan Rickman;Kevin Costner;Morgan Freeman;Christian Slater
Filme;In welchem Film wird die Zeile "Ich bin dein Vater" fälschlicherweise oft zitiert?;Star Wars: Das Imperium schlägt zurück;Star Wars: Eine neue Hoffnung;Die Rückkehr der Jedi-Ritter;Rache der Sith
