subject;question;true;wrong1;wrong2;wrong3
Gaming;Wie heißt der ikonische "Tetris"-Block mit vier Quadraten in einer Reihe?;I-Block (Gerade);O-Block (Quadrat);L-Block;J-Block
Gaming;Welches Spiel ist bekannt für die Figur "Geralt von Riva"?;The Witcher;Skyrim;Dragon Age;Dark Souls
Gaming;In welchem Spiel steuert man ein U-Boot namens "Seamoth" und "Cyclops"?;Subnautica;No Man's Sky;Elite Dangerous;EVE Online
Gaming;Welcher Charakter ist ein stummer "Gordon Freeman" in der "Half-Life"-Serie?;Gordon Freeman;Adrian Shephard;Chell;G-Man
Gaming;Was ist die Hauptmechanik in "Rocket League"?;Fußball mit Autos;Basketball mit Robotern;Rennen mit Motorrädern;Kampf mit Panzern
Gaming;Welche Einheit ist bekannt für den Satz "My life for Aiur!" in "StarCraft"?;Protoss Zealot;Zergling;Terran Marine;High Templar
Gaming;Wie heißt das erste Gebiet, das Spieler in "World of Warcraft" oft besuchen?;Elwynn Forest;Durotar;Azeroth;Outland
Gaming;Welcher Gegenstand lässt Charaktere in "Mario Kart" oft von der Strecke abkommen?;Blaue Panzer (Spiny Shell);Pilz (Mushroom);Stern (Star);Banane (Banana)
Gaming;Welches Spiel hat den Untertitel "Welcome to the World of Tomorrow"?;Borderlands 2;BioShock Infinite;Fallout 4;Mass Effect 3
Gaming;Wie heißt der Charakter, der die "Hidden Blade" in "Assassin's Creed" benutzt?;Ezio Auditore;Kassandra;Altaïr Ibn-La'Ahad;Bayek
Gaming;Welches Spiel ist ein bekanntes Beispiel für das Genre "Survival Horror"?;Resident Evil;Uncharted;Assassin's Creed;Forza Horizon
Gaming;Was ist das Hauptthema des Spiels "Civilization"?;Historische Imperien aufbauen;Monster jagen;Autos tunen;Sportmannschaften managen
Gaming;Welches Spiel besitzt die ikonische "Master Sword"?;The Legend of Zelda;Final Fantasy;Dragon Quest;Fire Emblem
Gaming;Wie lautet der Name des Unternehmens, das die "Pokémon"-Spiele entwickelt hat?;Game Freak;Nintendo;The Pokémon Company;Sony
Gaming;Welcher Bösewicht ist bekannt für den Satz "The cake is a lie." in "Portal"?;GLaDOS;Wheatley;Cave Johnson;Atlas
Gaming;In welchem Spiel kämpft man in einer Welt namens "Tamriel"?;The Elder Scrolls V: Skyrim;World of Warcraft;Dragon Age;Gothic
Gaming;Wie heißt die Organisation von Agenten in "Valorant"?;Valorant Protocol;The Agents;Sentinel Squad;The Radiants
Gaming;Welches Spiel ist bekannt für seinen "Defuse"-Spielmodus, bei dem eine Bombe entschärft werden muss?;Counter-Strike: Global Offensive;Call of Duty;Battlefield;Rainbow Six Siege
Gaming;Wie nennt man die Erfahrungspunkte in der "Souls"-Reihe, die man bei Tod verliert?;Seelen (Souls);Erz (Ore);Blut (Blood);Runen (Runes)
Gaming;Welcher Charakter ist der Hauptdarsteller in "Metal Gear Solid"?;Solid Snake;Big Boss;Raiden;Liquid Snake
Gaming;Was ist das Ziel in "Pac-Man"?;Alle Punkte essen;Geister töten;Labyrinthe bauen;Rennen gewinnen
Gaming;Welches Spiel hat den Untertitel "Rebirth"?;Final Fantasy VII Remake;Resident Evil 2;Tomb Raider;God of War
Gaming;Welche Art von Spiel ist "Hearthstone"?;Digitales Sammelkartenspiel;Echtzeit-Strategie;MMORPG;Shooter
Gaming;Welches Spiel führte das Konzept des "FUS RO DAH"-Schreis ein?;The Elder Scrolls V: Skyrim;Dragon Age;The Witcher 3;Gothic
Gaming;Wie heißt der Charakter, der die "Gravity Gun" in "Half-Life 2" benutzt?;Gordon Freeman;Alyx Vance;Barney Calhoun;Dr. Kleiner
Gaming;Welche Konsole war die Heimat des Spiels "Super Metroid"?;SNES;NES;Nintendo 64;Game Boy
Gaming;Wie heißt die spielbare Spezies, die in "Halo" oft als Kanonenfutter dient?;Grunts (Kleine Grunts);Elites (Arbiter);Hunters (Lekgolo);Jackals (Kig-Yar)
Gaming;In welchem Spiel baut man "Pylons", um die Basis zu erweitern?;StarCraft (Protoss);StarCraft (Terran);StarCraft (Zerg);Warcraft III
Gaming;Welche Hauptfigur kämpft in "Devil May Cry" mit einem Großschwert namens "Rebellion"?;Dante;Nero;Vergil;Sparda
Gaming;Welches Spiel ist bekannt für die Mechanik des "Wall Jump" in 2D-Plattformern?;Super Metroid;Castlevania;Sonic the Hedgehog;Mega Man
Gaming;Welches Unternehmen entwickelte die "Uncharted"-Reihe?;Naughty Dog;Rockstar Games;Insomniac Games;Guerrilla Games
Gaming;Wie heißt der Charakter, der in "Borderlands" die Fähigkeiten des "Sirenen"-Klasse besitzt?;Lilith;Maya;Amara;Zer0
Gaming;Welches Spiel nutzt das Prinzip der "Time Loop" als Kernelement der Geschichte?;Outer Wilds;Deathloop;Prey;Dishonored
Gaming;Welche Einheit ist bekannt für ihre Fähigkeit zur "Cloaking" in "StarCraft"?;Protoss Dark Templar;Zerg Mutalisk;Terran Ghost;Protoss Stalker
Gaming;Wie heißt die ikonische Waffe von "Doomguy" in der "Doom"-Serie?;Super Shotgun;Plasma Gun;BFG 9000;Chainsaw
Gaming;Welche Konsole war die Heimat des Spiels "Ocarina of Time"?;Nintendo 64;NES;SNES;Wii
Gaming;Welche Spielreihe ist bekannt für die "Chocobos" und "Moogles"?;Final Fantasy;Dragon Quest;Kingdom Hearts;Tales of
Gaming;Wie heißt der Charakter, der in "Genshin Impact" oft als der reisende "Paimon" bekannt ist?;Paimon;Traveler;Zhongli;Venti
Gaming;Welche Art von Spiel ist "League of Legends"?;MOBA;MMORPG;Battle Royale;Echtzeit-Strategie
Gaming;Welches Spiel besitzt die ikonische "Keyblade"?;Kingdom Hearts;Final Fantasy;The Legend of Zelda;Dark Souls
Gaming;Wie heißt der Bösewicht in "Donkey Kong Country", der oft Bananen stiehlt?;King K. Rool;Diddy Kong;Cranky Kong;Funky Kong
Gaming;Welche Konsole war die Heimat des Spiels "Halo: Combat Evolved"?;Xbox;PlayStation 2;Nintendo GameCube;Dreamcast
Gaming;Welcher Charakter ist bekannt für seine "Overhead Smash"-Fähigkeit in "Super Smash Bros."?;Ganondorf;Mario;Link;Samus
Gaming;In welchem Spiel sucht man nach "Shards" und reist durch Dimensionen namens "Rifts"?;Ratchet & Clank: Rift Apart;Spyro the Dragon;Crash Bandicoot;Jak and Daxter
Gaming;Welches Spiel ist bekannt für das "Farming"-System, bei dem man Pflanzen anbauen und ernten kann?;Stardew Valley;Terraria;Minecraft;Rust
Gaming;Wie heißt der Charakter, der in "Team Fortress 2" Sentry Guns baut?;Engineer;Heavy;Spy;Scout
Gaming;Welche Art von Spiel ist "Forza Horizon"?;Open-World-Rennspiel;Rallye-Simulation;Kart-Rennspiel;Flugsimulator
Gaming;Welches Spiel hat das "Moralitäts"-System, bei dem Entscheidungen das Spielende beeinflussen?;Mass Effect;Halo;Call of Duty;Doom
Gaming;Welcher Charakter ist oftmals der Hauptgegner in der "Metroid"-Serie?;Ridley;Kraid;Mother Brain;Samus Aran
Gaming;Welches Spiel ist bekannt für die Mechanik des "Parry" (Parieren) in Kämpfen?;Dark Souls;Final Fantasy XV;Assassin's Creed Valhalla;The Witcher 3
Gaming;Wie heißt die Organisation, die in "Final Fantasy VII" gegen "Shinra" kämpft?;AVALANCHE;SOLDIER;Turks;Wutai
Gaming;Welcher Charakter ist der Protagonist in "Grand Theft Auto V"?;Franklin Clinton;Carl Johnson;Niko Bellic;Tommy Vercetti
Gaming;Welches Spiel besitzt die "Portal"-Mechanik mit zwei verbundenen Türen?;Portal;Half-Life 2;Prey;Deathloop
Gaming;Wie heißt der Charakter, der in "Super Mario Galaxy" Prinzessin Peach rettet?;Mario;Luigi;Rosalina;Toad
Gaming;Welches Spiel ist bekannt für seine "Chainsaw"-Waffe und seine schnellen Kämpfe?;Doom;Resident Evil;Silent Hill;Dead Space
Gaming;Welche Konsole war die Heimat des Spiels "God of War" (2005)?;PlayStation 2;Xbox 360;Nintendo Wii;PlayStation 3
Gaming;Welcher Charakter ist bekannt für seine "Grappling Hook"-Fähigkeit in "Apex Legends"?;Pathfinder;Mirage;Wraith;Octane
Gaming;Welches Spiel ist bekannt für das "Base Building"-System mit Ressourcen-Sammeln und Verteidigen?;Rust;The Sims;FIFA;NBA 2K
Gaming;Wie heißt der Charakter, der in "Red Dead Redemption 2" der Protagonist ist?;Arthur Morgan;John Marston;Dutch van der Linde;Micah Bell
Gaming;Welche Einheit ist bekannt für ihre Fähigkeit, "Siege Mode" zu aktivieren, um Basen anzugreifen?;Terran Siege Tank;Protoss Immortal;Zerg Hydralisk;Terran Marine
Gaming;Wie heißt der Charakter, der in "Street Fighter" den "Hadouken" benutzt?;Ryu;Ken;Chun-Li;Guile
Gaming;Welches Spiel ist bekannt für seine "Jump Scare"-Momente und das Verstecken vor Monstern?;Amnesia: The Dark Descent;Outlast;Slender: The Eight Pages;Five Nights at Freddy's
Gaming;Welches Unternehmen entwickelte die ursprüngliche "PlayStation"?;Sony;Nintendo;Microsoft;Sega
Gaming;Welches Spiel besitzt die ikonische "Batarang"-Waffe?;Batman: Arkham Asylum;Spider-Man;Injustice;Mortal Kombat
Gaming;Wie heißt der Charakter, der in "Gears of War" der Protagonist ist?;Marcus Fenix;Dominic Santiago;Cole Train;Baird
Gaming;Welches Spiel ist bekannt für das Konzept der "Häuser" und das soziale Management?;The Sims;SimCity;Planet Zoo;Two Point Hospital
Gaming;Welche Einheit ist bekannt für ihre Fähigkeit, "Bunker" zu bauen, um Infanterie zu schützen?;Terran SCV;Protoss Probe;Zerg Drone;Terran Marine
Gaming;Wie heißt der Charakter, der in "Final Fantasy X" die Rolle des Blitzball-Stars spielt?;Tidus;Yuna;Auron;Jecht
Gaming;Welches Spiel ist bekannt für das Konzept des "Rumble" im Controller zur Vibrations-Rückmeldung?;Star Fox 64;Super Mario 64;Wave Race 64;The Legend of Zelda: Ocarina of Time
Gaming;Welche Art von Spiel ist "Age of Empires"?;Echtzeit-Strategie;Rundenbasiertes Strategiespiel;Rollenspiel;Adventure
Gaming;Welcher Charakter ist der Hauptdarsteller in "Bayonetta"?;Bayonetta;Jeanne;Rodin;Luka
Gaming;Welches Spiel besitzt die ikonische "Blue Shell" im Multiplayer-Modus?;Mario Kart;Diddy Kong Racing;Crash Team Racing;Sonic & All-Stars Racing Transformed
Gaming;Wie heißt die Welt, in der die "Elder Scrolls"-Spiele hauptsächlich spielen?;Tamriel;Azeroth;Golarion;Faerûn
Gaming;Welche Spielreihe ist bekannt für die "Shish Kebabs" und die Kreativität der Spieler?;The Sims;Minecraft;Roblox;LittleBigPlanet
Gaming;Welcher Charakter ist der Hauptantagonist in "Resident Evil 2" (oft als "Tyrant" bekannt)?;"Mr. X";Nemesis;Wesker;Birkin
Gaming;In welchem Souls-like Spiel navigiert man durch die Stadt Yharnam?;Bloodborne;Dark Souls;Elden Ring;Sekiro
Gaming;Wie heißt der Protagonist von "Dead Space", der eigentlich ein Ingenieur ist?;Isaac Clarke;John Carver;Jim Raynor;Gordon Freeman
Gaming;Welches Studio entwickelte das Open-World-Spiel "Ghost of Tsushima"?;Sucker Punch;Naughty Dog;Guerilla Games;Insomniac
Gaming;In welcher fiktiven Stadt spielt die Handlung von "Cyberpunk 2077"?;Night City;Los Santos;Liberty City;San Andreas
Gaming;Wer ist der "Schöpfer" des Indie-Hits "Undertale"?;Toby Fox;ConcernedApe;Edmund McMillen;Lucas Pope
Gaming;Wie nennt man die speziellen, mächtigen Angriffe in der "Destiny"-Reihe?;Super-Fähigkeiten;Ultimates;Special Moves;Final Smashes
Gaming;Welches Spiel spielt in der Region "Hisui" in der Vergangenheit?;Pokémon Legenden: Arceus;Pokémon Karmesin;Pokémon Sonne;Pokémon Platin
Gaming;In welchem Jahr erschien die Konsole "Nintendo GameCube" in Europa?;2002;2000;2001;2003
Gaming;Wie heißt die Künstliche Intelligenz, die man in "Mass Effect 2" auf der Normandy trifft?;EDI;Cortana;GLaDOS;SHODAN
Gaming;Welcher Boss in "Elden Ring" ist bekannt für den Satz: "I am Malenia, Blade of Miquella"?;Malenia;Radahn;Godrick;Margit
Gaming;Wie heißt der mechanische Begleiter von Ratchet?;Clank;Daxter;Jak;Rivet
Gaming;In welcher Spielreihe kämpft man gegen eine Alien-Bedrohung namens "The Combine"?;Half-Life;Halo;Mass Effect;Destiny
Gaming;Welcher Klempner trägt eine gelbe Mütze und ist der Rivale von Mario?;Wario;Luigi;Waluigi;Bowser
Gaming;In welchem Spiel nutzt man eine Maske, um die Zeit zu manipulieren oder sich zu verwandeln?;The Legend of Zelda: Majora's Mask;Ocarina of Time;Twilight Princess;Skyward Sword
Gaming;Wie heißt der Hauptcharakter im PlayStation-exklusiven "Horizon Zero Dawn"?;Aloy;Ellie;Lara Croft;Jill Valentine
Gaming;Welches Horrorspiel spielt auf der Raumstation Sevastopol?;Alien: Isolation;Dead Space;Prey;Soma
Gaming;In "Detroit: Become Human", welcher Android arbeitet als Verhandlungsführer bei der Polizei?;Connor;Kara;Markus;Alice
Gaming;Wie nennt man die Währung in der Welt von "The Witcher"?;Kronen;Sternis;Gold;Credits
Gaming;Welches Spiel ist bekannt für den "G-Man", der oft im Hintergrund zu sehen ist?;Half-Life;Portal;Left 4 Dead;Team Fortress 2
Gaming;In welchem Spiel steuert man ein Mitglied der "Phantomdiebe von Herzen"?;Persona 5;Final Fantasy XV;Kingdom Hearts III;NieR: Automata
Gaming;Wie heißt die ikonische Insel, auf der die erste Karte von "Fortnite" basierte?;Athena;Apollo;Artemis;Savage
Gaming;Welcher Publisher steht hinter der "Assassin's Creed"-Reihe?;Ubisoft;Electronic Arts;Activision;Square Enix
Gaming;Wie nennt man die Wesen, die man in "Digimon" digital trainiert?;Digimon;Pokémon;Pal;Nexomon
Gaming;In "Red Dead Redemption 2", wie heißt das Anführer-Mitglied der Bande?;Dutch van der Linde;Arthur Morgan;John Marston;Micah Bell
Gaming;Welches Spiel nutzt eine "Sanity"-Mechanik, die Halluzinationen auslöst?;Eternal Darkness;Resident Evil;Silent Hill;Outlast
Gaming;Wer entwickelte das preisgekrönte Kartenspiel "Inscryption"?;Daniel Mullins;Toby Fox;Lucas Pope;ConcernedApe
Gaming;In "Bioshock", wie heißt die Stadt, die sich in den Wolken befindet?;Columbia;Rapture;Lulu;Olympus
Gaming;Welche Farbe hat das berühmte "L" auf Luigis Mütze?;Grün;Blau;Rot;Weiß
Gaming;Wie heißt das Schwert von Cloud Strife in "Final Fantasy VII"?;Busterschwert;Masamune;Excalibur;Gunblade
Gaming;Welches Spiel ist bekannt für den "Leveleditor", in dem Spieler eigene Mario-Level bauen?;Super Mario Maker;Super Mario Odyssey;Mario Kart;Mario Party
Gaming;In welcher Spielwelt existieren "Clicker" als mutierte Menschen?;The Last of Us;Resident Evil;Days Gone;State of Decay
Gaming;Welcher Nintendo-Charakter feierte sein Debüt im Spiel "Donkey Kong" (1981)?;Mario;Luigi;Link;Kirby
Gaming;In "Sekiro: Shadows Die Twice", was ersetzt den verlorenen Arm des Protagonisten?;Prothetisches Werkzeug;Mechanische Faust;Magischer Arm;Eisenfaust
Gaming;Wie heißt die Welt, in der "Kingdom Hearts" meist seinen Anfang nimmt?;Insel des Schicksals;Traverse Town;Twilight Town;Radiant Garden
Gaming;Welches Spiel ist ein Side-Scroller über das Überleben von Zivilisten im Krieg?;This War of Mine;Frostpunk;Sheltered;60 Seconds!
Gaming;In "League of Legends", wie heißt die Karte, auf der der Standard-5v5-Modus spielt?;Kluft der Beschwörer;Heulende Schlucht;Kristallnarbe;Verwundene Wälder
Gaming;Wer ist die Stimme von "Kratos" in den neueren "God of War"-Teilen (ab 2018)?;Christopher Judge;Terrence C. Carson;Troy Baker;Nolan North
Gaming;Welches Indie-Spiel handelt von einer Gans, die ein Dorf terrorisiert?;Untitled Goose Game;Goat Simulator;I am Fish;Octodad
Gaming;Wie heißt das fiktive Mineral, um das in "Command & Conquer" gekämpft wird?;Tiberium;Element Zero;Elerium;Spice
Gaming;In welchem Spiel steuert man eine Katze in einer Roboter-Stadt?;Stray;Little Kitty, Big City;Night in the Woods;Tunic
Gaming;Welche Konsole gilt als die meistverkaufte Heimkonsole aller Zeiten?;PlayStation 2;Nintendo Wii;Xbox 360;PlayStation 4
Gaming;Wie heißt die Protagonistin in "Mirror's Edge", die über Dächer rennt?;Faith;Jade;Chell;Ciri
Gaming;Welcher Charakter ist der Antagonist in "Far Cry 3"?;Vaas Montenegro;Pagan Min;Joseph Seed;Anton Castillo
Gaming;In "Hades", wer ist der Vater des Protagonisten Zagreus?;Hades;Zeus;Poseidon;Ares
Gaming;Welches Spiel ist berühmt für den Satz "Praise the Sun!"?;Dark Souls;Bloodborne;Elden Ring;Demon's Souls
Gaming;Wie heißt das Raumschiff in "Mass Effect", das als Basis dient?;Normandy;Ishimura;Pillar of Autumn;Serenity
Gaming;In "Apex Legends", welcher Charakter kann Portale für das Team erstellen?;Wraith;Octane;Pathfinder;Lifeline
Gaming;Welches Spiel lässt dich einen Parkwächter in "Jurassic World" spielen?;Jurassic World Evolution;Planet Coaster;Zoo Tycoon;SimCity
Gaming;Wie heißt der Hauptcharakter in "Prince of Persia: The Sands of Time"?;Der Prinz;Dastan;Farah;Kaileena
Gaming;In "World of Warcraft", wer ist der Anführer der Untoten (Verlassenen)?;Sylvanas Windläufer;Thrall;Arthas;Jaina Prachtmeer
Gaming;Welches Spiel ist bekannt für seine Voxel-Grafik und das Zerstören von Blöcken?;Minecraft;Roblox;Terraria;7 Days to Die
Gaming;In "Valorant", welcher Agent stammt aus Deutschland und ist ein Genie der Technik?;Killjoy;Cypher;Brimstone;Sage
Gaming;Wie heißt die Stadt, in der "BioShock Infinite" spielt?;Columbia;Rapture;Olympus;Solaris
Gaming;Welcher Charakter ist der Rivale von Sonic dem Igel?;Shadow the Hedgehog;Tails;Knuckles;Dr. Eggman
Gaming;In welchem Spiel baut man eine Rakete, um von einem fremden Planeten zu fliehen?;Factorio;Satisfactory;RimWorld;Oxygen Not Included
Gaming;Wie heißt der Protagonist von "Red Dead Redemption" (Teil 1)?;John Marston;Arthur Morgan;Dutch;Landon Ricketts
Gaming;Welches Spiel spielt in der Welt von "Aperture Science"?;Portal;Half-Life;Team Fortress 2;Left 4 Dead
Gaming;In "Super Smash Bros. Ultimate", wer war der letzte DLC-Charakter?;Sora;Steve;Sephiroth;Kazuya
Gaming;Wie heißt die Organisation in "Resident Evil", die den T-Virus erschuf?;Umbrella Corporation;Abstergo;Vault-Tec;Aperture
Gaming;Welches Spiel nutzt eine "Hidden Blade" als Primärwaffe für Attentate?;Assassin's Creed;Hitman;Splinter Cell;Thief
Gaming;In "The Witcher 3", wie heißt das Kartenspiel, das man in Tavernen spielt?;Gwent;Hearthstone;Poker;Tarot
Gaming;Wie heißt der kleine Roboter-Begleiter in "Destiny"?;Ghost;Claptrap;Cortana;EDI
Gaming;Welches Spiel ist bekannt für die Karte "Dust II"?;Counter-Strike;Call of Duty;Battlefield;Valorant
Gaming;In "Overwatch", welche Rolle hat der Charakter "Mercy"?;Heiler (Support);Schaden (DPS);Tank;Verteidigung
Gaming;Wie heißt die fiktive Sprache, die in "The Sims" gesprochen wird?;Simlisch;Gibberish;Sim-Talk;Hylianisch
Gaming;Welches Spiel spielt in einer Welt namens "Lordran"?;Dark Souls;Bloodborne;Sekiro;Elden Ring
Gaming;In "Stardew Valley", wie heißt der Besitzer des örtlichen General Stores?;Pierre;Lewis;Gus;Harvey
Gaming;Welcher Charakter ist der Anführer der Autobots in "Transformers"-Spielen?;Optimus Prime;Megatron;Bumblebee;Starscream
Gaming;In "Animal Crossing", wie heißt der Waschbär, der dem Spieler Kredite gibt?;Tom Nook;K.K. Slider;Melinda;Resetti
Gaming;Welches Spiel spielt in der fiktiven Stadt "Dunwall"?;Dishonored;BioShock;Thief;Prey
Gaming;In "Hollow Knight", wie heißt das Königreich, das man erkundet?;Hallownest;Hyrule;Yharnam;Lordran
Gaming;Wie nennt man die Währung in "Final Fantasy"-Spielen?;Gil;Sternis;Gold;Credits
Gaming;Welches Spiel ist ein kompetitiver Taktik-Shooter von Riot Games?;Valorant;League of Legends;Overwatch;Counter-Strike
Gaming;In "The Elder Scrolls V: Skyrim", was ist das "Dovahkiin"?;Drachenblut;Ein Magier;Ein Daedra;Ein Werwolf
Gaming;Wie heißt die Hauptfigur in "Metal Gear Solid V: The Phantom Pain"?;Venom Snake;Solid Snake;Raiden;Liquid Snake
Gaming;Welches Spiel ist bekannt für seine "Loot-Box"-Mechanik in "Ultimate Team"?;FIFA (EA Sports FC);NBA 2K;Madden;NHL
Gaming;In "Among Us", wie heißt das Alien-Wesen, das die Crew infiltriert?;Impostor;Alien;Verräter;Spy
Gaming;Wie heißt der Protagonist in "Death Stranding", gespielt von Norman Reedus?;Sam Porter Bridges;Cliff;Higgs;Fragile
Gaming;Welches Spiel spielt in der fiktiven Stadt "Los Santos"?;Grand Theft Auto V;Grand Theft Auto IV;Vice City;San Fierro
Gaming;In "Fallout 4", wie heißt das Baby, das der Protagonist sucht?;Shaun;Nate;Piper;Dogmeat
Gaming;Welcher Charakter ist bekannt für seinen "Falcon Punch"?;Captain Falcon;Mario;Link;Fox McCloud
Gaming;In "Diablo II", wer ist der Endboss des zweiten Aktes?;Duriel;Andariel;Mephisto;Diablo
Gaming;Wie heißt der Planet, auf dem die "Borderlands"-Reihe startet?;Pandora;Promethea;Elysium;Reach
Gaming;Welches Spiel nutzt eine "Portal Gun" zum Lösen von Rätseln?;Portal;Half-Life;BioShock;Prey
Gaming;In "God of War" (2018), wie nennt Kratos seinen Sohn oft?;Boy;Atreus;Loki;Mimir
Gaming;Wie heißt die Heldin aus der "Metroid"-Serie?;Samus Aran;Zelda;Peach;Bayonetta
Gaming;In welchem Spiel kann man "V-Bucks" als Währung verwenden?;Fortnite;Apex Legends;PUBG;Warzone
Gaming;Welches Studio entwickelte "The Elder Scrolls V: Skyrim"?;Bethesda Game Studios;Ubisoft;Rockstar;BioWare
Gaming;In "Kingdom Hearts", wer ist der beste Freund von Sora?;Riku;Kairi;Micky;Donald
Gaming;Wie heißt der Protagonist in "Watch Dogs", der ein Hacker ist?;Aiden Pearce;Marcus Holloway;Wrench;Raymond Kenney
Gaming;Welches Spiel spielt in einer Welt namens "The Lands Between"?;Elden Ring;Dark Souls;Bloodborne;Sekiro
Gaming;In "Life is Strange", welche Kraft besitzt Max Caulfield?;Zeit zurückdrehen;Telekinese;Gedankenlesen;Fliegen
Gaming;Welcher Charakter in "Street Fighter" kommt aus Brasilien und nutzt Elektrizität?;Blanka;Ryu;Ken;Guile
Gaming;In "Dark Souls 3", wer ist der erste Boss, dem man begegnet?;Iudex Gundyr;Vordt;Tanzende;Pontiff Sulyvahn
Gaming;Welche Konsole erschien im Jahr 2000 als Nachfolger der PlayStation?;PlayStation 2;Dreamcast;GameCube;Xbox
Gaming;In "StarCraft II", wie heißt der Anführer der Terraner-Rebellen?;Jim Raynor;Arcturus Mengsk;Valerian;Tychus Findlay
